"id";"title";"artist";"release_year";"genre";"confirmed_genre";"link";"confirmed_link";"lyrics"
5773;"I Love the Way You Love Me";"John Michael Montgomery";1992;"Country";0;"";0;""
5774;"I Can Love You Like That";"John Michael Montgomery";1995;"Country";0;"";0;""
5775;"Letters From Home";"John Michael Montgomery";2004;"Country";0;"";0;""
5776;"The Little Girl";"John Michael Montgomery";2000;"Country";0;"";0;""
5777;"Four Wheel Drive";"John Michael Montgomery";2002;"Country";0;"";0;""
5778;"If You Ever Went Away";"John Michael Montgomery";2008;"Country";0;"";0;""
5779;"Folsom Prison Blues";"Johnny Cash";1955;"Country";0;"";0;""
5780;"Ring Of Fire";"Johnny Cash";1963;"Country";0;"";0;""
5781;"Jackson DUET";"Johnny Cash";1963;"Country";0;"";0;""
5782;"Hurt";"Johnny Cash";2002;"Country";0;"";0;""
5783;"Cocaine Blues";"Johnny Cash";1968;"Country";0;"";0;""
5784;"I Walk the Line";"Johnny Cash";1956;"Country";0;"";0;""
5785;"Sunday Morning Coming Down";"Johnny Cash";1970;"Country";0;"";0;""
5786;"(Ghost) Riders in the Sky";"Johnny Cash";1979;"Country";0;"";0;""
5787;"Boy Named Sue";"Johnny Cash";1969;"Country";0;"";0;""
5788;"Get Rhythm";"Johnny Cash";1959;"Country";0;"";0;""
5789;"I've Been Everywhere";"Johnny Cash";1996;"Country";0;"";0;""
5790;"God's Gonna Cut You Down";"Johnny Cash";2006;"Country";0;"";0;""
5791;"It Ain't Me Babe DUET";"Johnny Cash";2006;"Country";0;"";0;""
5792;"Me And Bobby McGee";"Johnny Cash";2010;"Country";0;"";0;""
5793;"Big River";"Johnny Cash";1958;"Country";0;"";0;""
5794;"Personal Jesus";"Johnny Cash";2002;"Country";0;"";0;""
5795;"Daddy Sang Bass";"Johnny Cash";1968;"Country";0;"";0;""
5796;"If I Were A Carpenter DUET";"Johnny Cash";1968;"Country";0;"";0;""
5797;"Man in Black";"Johnny Cash";1971;"Country";0;"";0;""
5798;"Guess Things Happen That Way";"Johnny Cash";1958;"Country";0;"";0;""
5799;"I Still Miss Someone";"Johnny Cash";2002;"Country";0;"";0;""
5800;"Cry! Cry! Cry!";"Johnny Cash";2002;"Country";0;"";0;""
5801;"The Man Comes Around";"Johnny Cash";2002;"Country";0;"";0;""
5802;"The Night Hank Williams Came To Town";"Johnny Cash";1987;"Country";0;"";0;""
5803;"Give My Love To Rose";"Johnny Cash";2002;"Country";0;"";0;""
5804;"Wanted Man";"Johnny Cash";2002;"Country";0;"";0;""
5805;"Sea of Heartbreak";"Johnny Cash";2002;"Country";0;"";0;""
5806;"One Piece At A Time";"Johnny Cash";1976;"Country";0;"";0;""
5807;"I Got Stripes";"Johnny Cash";1976;"Country";0;"";0;""
5808;"A Thing Called Love";"Johnny Cash";1976;"Country";0;"";0;""
5809;"For You";"Johnny Cash";2002;"Soundtrack";0;"";0;""
5810;"The Long Black Veil";"Johnny Cash";2002;"Soundtrack";0;"";0;""
5811;"Forty Shades Of Green";"Johnny Cash";2002;"Soundtrack";0;"";0;""
5812;"I Won't Back Down";"Johnny Cash";2000;"Country";0;"";0;""
5813;"Rusty Cage";"Johnny Cash";1996;"Country";0;"";0;""
5814;"San Quentin";"Johnny Cash";1996;"Country";0;"";0;""
5815;"Blue Train";"Johnny Cash";1996;"Country";0;"";0;""
5816;"Rock Island Line";"Johnny Cash";1996;"Country";0;"";0;""
5817;"Ragged Old Flag";"Johnny Cash";2002;"Country";0;"";0;""
5818;"Frankie And Johnny";"Johnny Cash";2002;"Country";0;"";0;""
5819;"Five Feet High and Rising";"Johnny Cash";1959;"Country";0;"";0;""
5820;"Misty";"Johnny Mathis";1959;"Pop";0;"";0;""
5821;"Chances Are";"Johnny Mathis";1958;"Pop";0;"";0;""
5822;"The Twelfth Of Never";"Johnny Mathis";1958;"Pop";0;"";0;""
5823;"Begin The Beguine";"Johnny Mathis";1979;"Pop";0;"";0;""
5824;"A Certain Smile";"Johnny Mathis";1959;"Pop";0;"";0;""
5825;"Too Much, Too Little, Too Late DUET";"Johnny Mathis";1959;"Pop";0;"";0;""
5826;"Gina";"Johnny Mathis";2004;"Pop";0;"";0;""
5827;"Hold Me, Thrill Me, Kiss Me";"Johnny Mathis";2004;"Pop";0;"";0;""
5828;"A Lovely Way To Spend An Evening";"Johnny Mathis";1959;"Pop";0;"";0;""
5829;"When a Child is Born";"Johnny Mathis";1976;"Pop";0;"";0;""
5830;"I'm Stone in Love with You";"Johnny Mathis";1976;"Pop";0;"";0;""
5831;"Maria";"Johnny Mathis";1959;"Pop";0;"";0;""
5832;"Winter Wonderland";"Johnny Mathis";1958;"Holiday";0;"";0;""
5833;"Sleigh Ride";"Johnny Mathis";1958;"Classical Crossover";0;"";0;""
5834;"Head Over Boots";"Jon Pardi";2015;"Country";0;"";0;""
5835;"Dirt on My Boots";"Jon Pardi";2016;"Country";0;"";0;""
5836;"Heartache on the Dance Floor";"Jon Pardi";2016;"Country";0;"";0;""
5837;"She Ain't In It";"Jon Pardi";2016;"Country";0;"";0;""
5838;"When I've Been Drinkin'";"Jon Pardi";2014;"Country";0;"";0;""
5839;"What I Can't Put Down";"Jon Pardi";2014;"Country";0;"";0;""
5840;"Cowboy Hat";"Jon Pardi";2016;"Country";0;"";0;""
5841;"Missin' You Crazy";"Jon Pardi";2012;"Country";0;"";0;""
5842;"You Raise Me Up";"Josh Groban";2003;"Pop";0;"";0;""
5843;"Over The Rainbow";"Josh Groban";2015;"Pop";0;"";0;""
5844;"The Prayer DUET";"Josh Groban";2015;"Pop";0;"";0;""
5845;"All I Ask Of You DUET";"Josh Groban";2015;"Pop";0;"";0;""
5846;"Pure Imagination";"Josh Groban";2015;"Pop";0;"";0;""
5847;"My Confession";"Josh Groban";2003;"Pop";0;"";0;""
5848;"You'll Never Walk Alone";"Josh Groban";2015;"Pop";0;"";0;""
5849;"Vincent (Starry, Starry Night)";"Josh Groban";2001;"Pop";0;"";0;""
5850;"Anthem";"Josh Groban";2009;"Pop";0;"";0;""
5851;"To Where You Are";"Josh Groban";2001;"Pop";0;"";0;""
5852;"Try to Remember";"Josh Groban";2015;"Pop";0;"";0;""
5853;"What I Did For Love";"Josh Groban";2015;"Pop";0;"";0;""
5854;"Run DUET";"Josh Groban";2015;"Pop";0;"";0;""
5855;"Broken Vow";"Josh Groban";2003;"Pop";0;"";0;""
5856;"Remember When It Rained";"Josh Groban";2003;"Pop";0;"";0;""
5857;"Bring Him Home";"Josh Groban";2015;"Pop";0;"";0;""
5858;"Per Te";"Josh Groban";2003;"Pop";0;"";0;""
5859;"Ave Maria";"Josh Groban";2007;"Holiday";0;"";0;""
5860;"Falling Slowly";"Josh Groban";2013;"Pop";0;"";0;""
5861;"99 Years DUET";"Josh Groban";2013;"Pop";0;"";0;""
5862;"When You Say You Love Me";"Josh Groban";2003;"Pop";0;"";0;""
5863;"Children Will Listen / Not While I'm Around";"Josh Groban";2015;"Pop";0;"";0;""
5864;"O Holy Night";"Josh Groban";2015;"Pop";0;"";0;""
5865;"She's Out of My Life";"Josh Groban";2015;"Pop";0;"";0;""
5866;"I Believe (When I Fall In Love It Will Be Forever)";"Josh Groban";2013;"Pop";0;"";0;""
5867;"Granted";"Josh Groban";2018;"Pop";0;"";0;""
5868;"Weeping";"Josh Groban";2006;"Pop";0;"";0;""
5869;"We Will Meet Once Again DUET";"Josh Groban";2006;"Pop";0;"";0;""
5870;"Awake";"Josh Groban";2006;"Pop";0;"";0;""
5871;"Mai";"Josh Groban";2006;"Pop";0;"";0;""
5872;"Believe";"Josh Groban";2004;"Holiday";0;"";0;""
5873;"Brave";"Josh Groban";2012;"Pop";0;"";0;""
5874;"Thankful";"Josh Groban";2007;"Holiday";0;"";0;""
5875;"Si Volvieras A Mi";"Josh Groban";2003;"Pop";0;"";0;""
5876;"You're Still You";"Josh Groban";2001;"Pop";0;"";0;""
5877;"Symphony";"Josh Groban";2018;"Pop";0;"";0;""
5878;"Hymne à l'amour";"Josh Groban";2018;"Pop";0;"";0;""
5879;"So She Dances";"Josh Groban";2006;"Pop";0;"";0;""
5880;"In Her Eyes";"Josh Groban";2006;"Pop";0;"";0;""
5881;"River";"Josh Groban";2018;"Pop";0;"";0;""
5882;"February Song";"Josh Groban";2006;"Pop";0;"";0;""
5883;"Cinema Paradiso (Se)";"Josh Groban";2001;"Pop";0;"";0;""
5884;"Un giorno per noi";"Josh Groban";2006;"Pop";0;"";0;""
5885;"You Are Loved (Don't Give Up)";"Josh Groban";2006;"Pop";0;"";0;""
5886;"Bigger Than Us";"Josh Groban";2018;"Pop";0;"";0;""
5887;"Let Me Fall";"Josh Groban";2001;"Pop";0;"";0;""
5888;"L'ultima notte";"Josh Groban";2006;"Pop";0;"";0;""
5889;"Higher Window";"Josh Groban";2010;"Pop";0;"";0;""
5890;"Remember";"Josh Groban";2003;"Pop";0;"";0;""
5891;"Hidden Away";"Josh Groban";2010;"Pop";0;"";0;""
5892;"Aléjate";"Josh Groban";2010;"Pop";0;"";0;""
5893;"The First Noel";"Josh Groban";2010;"Pop";0;"";0;""
5894;"Oceano";"Josh Groban";2003;"Pop";0;"";0;""
5895;"Solo por ti";"Josh Groban";2006;"Pop";0;"";0;""
5896;"Finishing The Hat";"Josh Groban";2015;"Pop";0;"";0;""
5897;"Have Yourself a Merry Little Christmas";"Josh Groban";2007;"Holiday";0;"";0;""
5898;"All'improvviso Amore";"Josh Groban";2003;"Pop";0;"";0;""
5899;"Mi Mancherai (Il Postino)";"Josh Groban";2003;"Pop";0;"";0;""
5900;"Bells Of New York City";"Josh Groban";2010;"Pop";0;"";0;""
5901;"Never Let Go";"Josh Groban";2003;"Pop";0;"";0;""
5902;"Little Drummer Boy";"Josh Groban";2007;"Holiday";0;"";0;""
5903;"S'il suffisait d'aimer";"Josh Groban";2018;"Pop";0;"";0;""
5904;"Noche de Paz (Silent Night)";"Josh Groban";2018;"Pop";0;"";0;""
5905;"Petit Papa Noël";"Josh Groban";2007;"Holiday";0;"";0;""
5906;"What Child Is This";"Josh Groban";2007;"Holiday";0;"";0;""
5907;"Un Dia Llegara";"Josh Groban";2006;"Pop";0;"";0;""
5908;"Your Man";"Josh Turner";2005;"Country";0;"";0;""
5909;"Long Black Train";"Josh Turner";2003;"Country";0;"";0;""
5910;"Why Don't We Just Dance";"Josh Turner";2009;"Country";0;"";0;""
5911;"Would You Go With Me";"Josh Turner";2006;"Country";0;"";0;""
5912;"Firecracker";"Josh Turner";2007;"Country";0;"";0;""
5913;"Me And God";"Josh Turner";2006;"Country";0;"";0;""
5914;"Another Try";"Josh Turner";2007;"Country";0;"";0;""
5915;"Hometown Girl";"Josh Turner";2016;"Country";0;"";0;""
5916;"Jacksonville";"Josh Turner";2003;"Country";0;"";0;""
5917;"Lay Low";"Josh Turner";2014;"Country";0;"";0;""
5918;"Everything Is Fine";"Josh Turner";2007;"Country";0;"";0;""
5919;"Backwoods Boy";"Josh Turner";2003;"Country";0;"";0;""
5920;"In My Dreams";"Josh Turner";2003;"Country";0;"";0;""
5921;"Time Is Love";"Josh Turner";2012;"Country";0;"";0;""
5922;"Whatcha Reckon";"Josh Turner";2012;"Country";0;"";0;""
5923;"She'll Go On You";"Josh Turner";2002;"Country";0;"";0;""
5924;"I Had One One Time";"Josh Turner";2003;"Country";0;"";0;""
5925;"Right To Be Wrong";"Joss Stone";2002;"Pop";0;"";0;""
5926;"Son Of A Preacher Man";"Joss Stone";2002;"Pop";0;"";0;""
5927;"Super Duper Love";"Joss Stone";2003;"Pop";0;"";0;""
5928;"Spoiled";"Joss Stone";2002;"Pop";0;"";0;""
5929;"Some Kind Of Wonderful";"Joss Stone";2003;"Pop";0;"";0;""
5930;"Fell In Love With A Boy";"Joss Stone";2003;"Pop";0;"";0;""
5931;"L-O-V-E";"Joss Stone";2007;"Pop";0;"";0;""
5932;"Cry Baby/Piece Of My Heart";"Joss Stone";2007;"Pop";0;"";0;""
5933;"Free Me";"Joss Stone";2009;"Pop";0;"";0;""
5934;"You Had Me";"Joss Stone";2002;"Pop";0;"";0;""
5935;"The Chokin' Kind";"Joss Stone";2003;"Pop";0;"";0;""
5936;"Put Your Hands On Me";"Joss Stone";2007;"Pop";0;"";0;""
5937;"Dirty Man";"Joss Stone";2003;"Pop";0;"";0;""
5938;"4 And 20";"Joss Stone";2003;"Pop";0;"";0;""
5939;"God Only Knows";"Joss Stone";2007;"Pop";0;"";0;""
5940;"Pillow Talk";"Joss Stone";2012;"R&B Soul";0;"";0;""
5941;"Teardrops";"Joss Stone";2012;"R&B Soul";0;"";0;""
5942;"Don't Start Lying To Me Now";"Joss Stone";2011;"Pop";0;"";0;""
5943;"Baby Baby Baby";"Joss Stone";2007;"Pop";0;"";0;""
5944;"While You're Out Looking For Sugar";"Joss Stone";2012;"R&B Soul";0;"";0;""
5945;"Don't Stop Believing";"Journey";0;"undefined";0;"";0;""
5946;"Faithfully";"Journey";1983;"Rock";0;"";0;""
5947;"Open Arms";"Journey";1981;"Pop";0;"";0;""
5948;"Lights";"Journey";1978;"Rock";0;"";0;""
5949;"Separate Ways (Worlds Apart)";"Journey";1983;"Rock";0;"";0;""
5950;"Lovin', Touchin', Squeezin'";"Journey";1979;"Rock";0;"";0;""
5951;"Any Way You Want It";"Journey";1980;"Rock";0;"";0;""
5952;"Wheel In The Sky";"Journey";1978;"Rock";0;"";0;""
5953;"Who's Crying Now";"Journey";1981;"Rock";0;"";0;""
5954;"Stone In Love";"Journey";1981;"Rock";0;"";0;""
5955;"When You Love A Woman";"Journey";1996;"Rock";0;"";0;""
5956;"Send Her My Love";"Journey";1983;"Rock";0;"";0;""
5957;"After All These Years";"Journey";2008;"Rock";0;"";0;""
5958;"Still They Ride";"Journey";1981;"Rock";0;"";0;""
5959;"Ask The Lonely";"Journey";1983;"Rock";0;"";0;""
5960;"Only The Young";"Journey";1983;"Rock";0;"";0;""
5961;"Girl Can't Help It";"Journey";1986;"Rock";0;"";0;""
5962;"Be Good To Yourself";"Journey";1986;"Rock";0;"";0;""
5963;"Patiently";"Journey";1978;"Rock";0;"";0;""
5964;"Mother, Father";"Journey";1981;"Rock";0;"";0;""
5965;"Lights / Stay Awhile (Live)";"Journey";1981;"Rock";0;"";0;""
5966;"City Of Hope";"Journey";2011;"Rock";0;"";0;""
5967;"Baby";"Justin Bieber";2010;"Pop";0;"";0;""
5968;"Love Yourself";"Justin Bieber";2015;"Pop";0;"";0;""
5969;"Sorry";"Justin Bieber";2015;"Pop";0;"";0;""
5970;"Boyfriend";"Justin Bieber";2012;"Dance";0;"";0;""
5971;"What Do You Mean?";"Justin Bieber";2015;"Pop";0;"";0;""
5972;"Beauty And A Beat";"Justin Bieber";2012;"Dance";0;"";0;""
5973;"Never Say Never";"Justin Bieber";2010;"Pop";0;"";0;""
5974;"As Long As You Love Me";"Justin Bieber";2012;"Pop";0;"";0;""
5975;"As Long As You Love Me (Acoustic Version)";"Justin Bieber";2012;"Pop";0;"";0;""
5976;"Love Me";"Justin Bieber";2009;"Pop";0;"";0;""
5977;"Eenie Meenie";"Justin Bieber";2010;"Pop";0;"";0;""
5978;"One Time";"Justin Bieber";2009;"Pop";0;"";0;""
5979;"Somebody To Love";"Justin Bieber";2010;"Pop";0;"";0;""
5980;"One Less Lonely Girl";"Justin Bieber";2009;"Pop";0;"";0;""
5981;"U Smile";"Justin Bieber";2010;"Pop";0;"";0;""
5982;"Stuck In The Moment";"Justin Bieber";2010;"Pop";0;"";0;""
5983;"Mistletoe";"Justin Bieber";2011;"Christmas";0;"";0;""
5984;"That Should Be Me";"Justin Bieber";2010;"Pop";0;"";0;""
5985;"Be Alright";"Justin Bieber";2012;"Pop";0;"";0;""
5986;"Sorry (Acoustic)";"Justin Bieber";2012;"Pop";0;"";0;""
5987;"Nothing Like Us";"Justin Bieber";2013;"Pop";0;"";0;""
5988;"Friends";"Justin Bieber";2017;"Pop";0;"";0;""
5989;"Company";"Justin Bieber";2017;"Pop";0;"";0;""
5990;"Hold Tight";"Justin Bieber";2017;"Pop";0;"";0;""
5991;"Never Let You Go";"Justin Bieber";2010;"Pop";0;"";0;""
5992;"Die In Your Arms";"Justin Bieber";2012;"Pop";0;"";0;""
5993;"Purpose";"Justin Bieber";2012;"Pop";0;"";0;""
5994;"All I Want For Christmas Is You DUET";"Justin Bieber";2012;"Pop";0;"";0;""
5995;"I'll Show You";"Justin Bieber";2012;"Pop";0;"";0;""
5996;"Down To Earth";"Justin Bieber";2009;"Pop";0;"";0;""
5997;"One Time (Acoustic)";"Justin Bieber";2009;"Pop";0;"";0;""
5998;"Believe";"Justin Bieber";2012;"Pop";0;"";0;""
5999;"Heartbreaker";"Justin Bieber";2013;"Pop";0;"";0;""
6000;"Be Alright (Acoustic)";"Justin Bieber";2013;"Pop";0;"";0;""
6001;"Drummer Boy";"Justin Bieber";2013;"Pop";0;"";0;""
6002;"Born To Be Somebody";"Justin Bieber";2013;"Pop";0;"";0;""
6003;"All That Matters";"Justin Bieber";2013;"Pop";0;"";0;""
6004;"Overboard DUET";"Justin Bieber";2013;"Pop";0;"";0;""
6005;"All Around The World";"Justin Bieber";2012;"Pop";0;"";0;""
6006;"Pray";"Justin Bieber";2010;"Holiday";0;"";0;""
6007;"Fall";"Justin Bieber";2012;"Pop";0;"";0;""
6008;"The Christmas Song (Chestnuts Roasting On An";"Justin Bieber";2011;"Holiday";0;"";0;""
6009;"Recovery";"Justin Bieber";2013;"Pop";0;"";0;""
6010;"Santa Claus Is Coming To Town";"Justin Bieber";2011;"Holiday";0;"";0;""
6011;"Bigger";"Justin Bieber";2011;"Holiday";0;"";0;""
6012;"Turn To You (Mother's Day Dedication)";"Justin Bieber";2012;"Pop";0;"";0;""
6013;"Silent Night";"Justin Bieber";2011;"Holiday";0;"";0;""
6014;"Say Something";"Justin Timberlake";2018;"Pop";0;"";0;""
6015;"Filthy";"Justin Timberlake";2018;"Pop";0;"";0;""
6016;"Morning Light DUET";"Justin Timberlake";2018;"Pop";0;"";0;""
6017;"Hallelujah (Hope For Haiti Now) DUET";"Justin Timberlake";2018;"Pop";0;"";0;""
6018;"Jutty Ranx";"Justin Timberlake";2018;"Pop";0;"";0;""
6019;"I See You";"Justin Timberlake";2018;"Pop";0;"";0;""
6020;"All My Life";"K-Ci And JoJo";1997;"Hardcore";0;"";0;""
6021;"Tell Me It's Real";"K-Ci And JoJo";1999;"R&B Soul";0;"";0;""
6022;"Life";"K-Ci And JoJo";1997;"Hardcore";0;"";0;""
6023;"Girl";"K-Ci And JoJo";1999;"R&B Soul";0;"";0;""
6024;"It's Me";"K-Ci And JoJo";2002;"R&B Soul";0;"";0;""
6025;"Rainbow";"Kacey Musgraves";2018;"Classical";0;"";0;""
6026;"Follow Your Arrow";"Kacey Musgraves";2013;"Country";0;"";0;""
6027;"Biscuits";"Kacey Musgraves";2015;"Country";0;"";0;""
6028;"Slow Burn";"Kacey Musgraves";2018;"Country";0;"";0;""
6029;"Butterflies";"Kacey Musgraves";2018;"Country";0;"";0;""
6030;"High Horse";"Kacey Musgraves";2018;"Country";0;"";0;""
6031;"Space Cowboy";"Kacey Musgraves";2018;"Country";0;"";0;""
6032;"Blowin' Smoke";"Kacey Musgraves";2018;"Country";0;"";0;""
6033;"Merry Go 'Round";"Kacey Musgraves";2018;"Country";0;"";0;""
6034;"Golden Hour";"Kacey Musgraves";2018;"Country";0;"";0;""
6035;"The Trailer Song";"Kacey Musgraves";2018;"Country";0;"";0;""
6036;"Family Is Family";"Kacey Musgraves";2018;"Country";0;"";0;""
6037;"Love Is a Wild Thing";"Kacey Musgraves";2018;"Country";0;"";0;""
6038;"My House";"Kacey Musgraves";2013;"Country";0;"";0;""
6039;"Late To the Party";"Kacey Musgraves";2013;"Country";0;"";0;""
6040;"Wonder Woman";"Kacey Musgraves";2013;"Country";0;"";0;""
6041;"High Time";"Kacey Musgraves";2013;"Country";0;"";0;""
6042;"Step Off";"Kacey Musgraves";2013;"Country";0;"";0;""
6043;"Keep It To Yourself";"Kacey Musgraves";2013;"Country";0;"";0;""
6044;"Silver Lining";"Kacey Musgraves";2013;"Country";0;"";0;""
6045;"Pageant Material";"Kacey Musgraves";2013;"Country";0;"";0;""
6046;"Are You Sure DUET";"Kacey Musgraves";2013;"Country";0;"";0;""
6047;"Dime Store Cowgirl";"Kacey Musgraves";2015;"Country";0;"";0;""
6048;"It Is What It Is";"Kacey Musgraves";2015;"Country";0;"";0;""
6049;"Lonely Weekend";"Kacey Musgraves";2015;"Country";0;"";0;""
6050;"Somebody To Love";"Kacey Musgraves";2015;"Country";0;"";0;""
6051;"This Town";"Kacey Musgraves";2015;"Country";0;"";0;""
6052;"Fine";"Kacey Musgraves";2015;"Country";0;"";0;""
6053;"Stupid";"Kacey Musgraves";2013;"Country";0;"";0;""
6054;"A Willie Nice Christmas DUET";"Kacey Musgraves";2013;"Country";0;"";0;""
6055;"Dust In The Wind";"Kansas";0;"undefined";0;"";0;""
6056;"Carry On Wayward Son";"Kansas";0;"undefined";0;"";0;""
6057;"The Wall";"Kansas";0;"undefined";0;"";0;""
6058;"Gold Digger EXPLICIT";"Kanye West";0;"undefined";0;"";0;""
6059;"Stronger EXPLICIT";"Kanye West";0;"undefined";0;"";0;""
6060;"Heartless";"Kanye West";2008;"Hip Hop";0;"";0;""
6061;"All Of The Lights";"Kanye West";2010;"Hip Hop";0;"";0;""
6062;"Mercy";"Kanye West";2012;"Hip Hop";0;"";0;""
6063;"Good Life";"Kanye West";2007;"Hip Hop";0;"";0;""
6064;"Power";"Kanye West";2010;"Hip Hop";0;"";0;""
6065;"H-A-M EXPLICIT";"Kanye West";2010;"Hip Hop";0;"";0;""
6066;"Amazing";"Kanye West";2008;"Hip Hop";0;"";0;""
6067;"Stronger (clean)";"Kanye West";2008;"Hip Hop";0;"";0;""
6068;"Firework";"Katy Perry";2010;"Pop";0;"";0;""
6069;"Roar";"Katy Perry";2013;"Pop";0;"";0;""
6070;"I Kissed a Girl EXPLICIT";"Katy Perry";2013;"Pop";0;"";0;""
6071;"Hot N Cold";"Katy Perry";2008;"Pop";0;"";0;""
6072;"Dark Horse";"Katy Perry";2013;"Pop";0;"";0;""
6073;"Teenage Dream";"Katy Perry";2010;"Pop";0;"";0;""
6074;"California Gurls";"Katy Perry";2010;"Pop";0;"";0;""
6075;"Last Friday Night (T.G.I.F.)";"Katy Perry";2010;"Pop";0;"";0;""
6076;"Birthday";"Katy Perry";2013;"Pop";0;"";0;""
6077;"E.T.";"Katy Perry";2010;"Dance";0;"";0;""
6078;"The One That Got Away";"Katy Perry";2010;"Pop";0;"";0;""
6079;"Wide Awake";"Katy Perry";2012;"Pop";0;"";0;""
6080;"Thinking Of You";"Katy Perry";2008;"Pop";0;"";0;""
6081;"Waking Up In Vegas";"Katy Perry";2008;"Dance";0;"";0;""
6082;"Unconditionally";"Katy Perry";2013;"Pop";0;"";0;""
6083;"Part Of Me";"Katy Perry";2012;"Pop";0;"";0;""
6084;"Rise";"Katy Perry";2016;"Pop";0;"";0;""
6085;"The One That Got Away (Acoustic)";"Katy Perry";2012;"Pop";0;"";0;""
6086;"Firework (Acoustic)";"Katy Perry";2012;"Pop";0;"";0;""
6087;"This Is How We Do";"Katy Perry";2013;"Pop";0;"";0;""
6088;"Swish Swish EXPLICIT";"Katy Perry";2013;"Pop";0;"";0;""
6089;"Ur So Gay";"Katy Perry";2007;"Pop";0;"";0;""
6090;"Circle The Drain";"Katy Perry";2010;"Pop";0;"";0;""
6091;"Chained to the Rhythm";"Katy Perry";2017;"Pop";0;"";0;""
6092;"Bon Appétit";"Katy Perry";2017;"Pop";0;"";0;""
6093;"Peacock";"Katy Perry";2010;"Pop";0;"";0;""
6094;"Lost";"Katy Perry";2007;"Pop";0;"";0;""
6095;"Hackensack";"Katy Perry";2009;"Pop";0;"";0;""
6096;"Thinking Of You (Acoustic)";"Katy Perry";2009;"Pop";0;"";0;""
6097;"Not Like The Movies";"Katy Perry";2010;"Pop";0;"";0;""
6098;"Save as Draft";"Katy Perry";2010;"Pop";0;"";0;""
6099;"Black & Gold";"Katy Perry";2010;"Pop";0;"";0;""
6100;"Legendary Lovers";"Katy Perry";2013;"Pop";0;"";0;""
6101;"Hummingbird Heartbeat";"Katy Perry";2010;"Pop";0;"";0;""
6102;"Miss You More";"Katy Perry";2010;"Pop";0;"";0;""
6103;"Walking On Air";"Katy Perry";2013;"Pop";0;"";0;""
6104;"Cozy Little Christmas";"Katy Perry";2018;"Holiday";0;"";0;""
6105;"Double Rainbow";"Katy Perry";2013;"Pop";0;"";0;""
6106;"Hey Hey Hey EXPLICIT";"Katy Perry";2013;"Pop";0;"";0;""
6107;"Pearl";"Katy Perry";2010;"Pop";0;"";0;""
6108;"Ghost";"Katy Perry";2013;"Pop";0;"";0;""
6109;"Who Am I Living For?";"Katy Perry";2010;"Pop";0;"";0;""
6110;"By The Grace Of God";"Katy Perry";2013;"Pop";0;"";0;""
6111;"Choose Your Battles";"Katy Perry";2013;"Pop";0;"";0;""
6112;"If You Can Afford Me";"Katy Perry";2008;"Pop";0;"";0;""
6113;"Mannequin";"Katy Perry";2008;"Pop";0;"";0;""
6114;"Boogie Shoes";"KC & The Sunshine Band";1975;"Disco";0;"";0;""
6115;"Get Down Tonight";"KC & The Sunshine Band";1975;"Pop";0;"";0;""
6116;"(Shake, Shake, Shake) Shake Your Booty";"KC & The Sunshine Band";1976;"Pop";0;"";0;""
6117;"That's the Way (I Like It)";"KC & The Sunshine Band";1975;"Pop";0;"";0;""
6118;"Give It Up";"KC & The Sunshine Band";1982;"Pop";0;"";0;""
6119;"I'm Your Boogie Man";"KC & The Sunshine Band";1976;"Pop";0;"";0;""
6120;"Please Don't Go";"KC & The Sunshine Band";1975;"Pop";0;"";0;""
6121;"Keep It Coming Love";"KC & The Sunshine Band";1975;"Pop";0;"";0;""
6122;"Blue Ain't Your Color";"Keith Urban";2016;"Country";0;"";0;""
6123;"Somebody Like You";"Keith Urban";2002;"Country";0;"";0;""
6124;"Making Memories Of Us";"Keith Urban";2004;"Country";0;"";0;""
6125;"The Fighter";"Keith Urban";2016;"Country";0;"";0;""
6126;"You'll Think Of Me";"Keith Urban";2002;"Country";0;"";0;""
6127;"Tonight I Wanna Cry";"Keith Urban";2004;"Country";0;"";0;""
6128;"But for the Grace of God";"Keith Urban";1999;"Country";0;"";0;""
6129;"Who Wouldn't Wanna Be Me";"Keith Urban";2002;"Country";0;"";0;""
6130;"Stupid Boy";"Keith Urban";2006;"Country";0;"";0;""
6131;"Cop Car";"Keith Urban";2013;"Country";0;"";0;""
6132;"Raining On Sunday";"Keith Urban";2002;"Country";0;"";0;""
6133;"Only You Can Love Me This Way";"Keith Urban";2009;"Country";0;"";0;""
6134;"Never Comin Down";"Keith Urban";2018;"Country";0;"";0;""
6135;"You Look Good in My Shirt";"Keith Urban";2002;"Country";0;"";0;""
6136;"We Were Us DUET";"Keith Urban";2002;"Country";0;"";0;""
6137;"Your Everything";"Keith Urban";1999;"Country";0;"";0;""
6138;"John Cougar, John Deere, John 3:16";"Keith Urban";2015;"Country";0;"";0;""
6139;"Coming Home";"Keith Urban";2018;"Country";0;"";0;""
6140;"Where The Blacktop Ends";"Keith Urban";1999;"Country";0;"";0;""
6141;"You're My Better Half";"Keith Urban";2004;"Country";0;"";0;""
6142;"Female";"Keith Urban";2017;"Country";0;"";0;""
6143;"Parallel Line";"Keith Urban";2018;"Country";0;"";0;""
6144;"Days Go By";"Keith Urban";2004;"Country";0;"";0;""
6145;"Better Life";"Keith Urban";2004;"Country";0;"";0;""
6146;"Break On Me";"Keith Urban";2015;"Country";0;"";0;""
6147;"Hit The Ground Runnin'";"Keith Urban";2009;"Country";0;"";0;""
