"id";"title";"artist";"release_year";"genre";"confirmed_genre";"link";"confirmed_link";"lyrics"
2383;"Red Neckin' Love Makin' Night";"Conway Twitty";1981;"Country";0;"";0;""
2384;"She's Got A Single Thing In Mind";"Conway Twitty";1989;"Country";0;"";0;""
2385;"Gangsta's Paradise";"Coolio";1995;"Dance";0;"";0;""
2386;"Fantastic Voyage";"Coolio";1994;"Dance";0;"";0;""
2387;"C U When U Get There";"Coolio";1995;"Hip Hop";0;"";0;""
2388;"1, 2, 3, 4 (Sumpin' New)";"Coolio";1995;"Hip Hop";0;"";0;""
2389;"The Winner";"Coolio";1996;"Hip Hop";0;"";0;""
2390;"Ooh La La";"Coolio";1995;"Hip Hop";0;"";0;""
2391;"It's All The Way Live (Now)";"Coolio";1995;"Hip Hop";0;"";0;""
2392;"Too Hot";"Coolio";1995;"Hip Hop";0;"";0;""
2393;"Dial-A-Jam";"Coolio";1995;"Hip Hop";0;"";0;""
2394;"Sunglasses at Night";"Corey Hart";1984;"Pop";0;"";0;""
2395;"Mr. Jones";"Counting Crows";1993;"Alternative";0;"";0;""
2396;"Round Here";"Counting Crows";1993;"Alternative";0;"";0;""
2397;"A Long December";"Counting Crows";1996;"Pop";0;"";0;""
2398;"Accidentally In Love";"Counting Crows";2004;"Pop";0;"";0;""
2399;"Holiday In Spain";"Counting Crows";2002;"Pop";0;"";0;""
2400;"Colorblind";"Counting Crows";1999;"Pop";0;"";0;""
2401;"Mmm, Mmm, Mmm, Mmm";"Crash Test Dummies";0;"undefined";0;"";0;""
2402;"Afternoons And Coffeespoons";"Crash Test Dummies";0;"undefined";0;"";0;""
2403;"The Ballad Of Peter Pumpkinhead";"Crash Test Dummies";1994;"Hard Rock";0;"";0;""
2404;"With Arms Wide Open";"Creed";1999;"Hard Rock";0;"";0;""
2405;"Higher";"Creed";1999;"Hard Rock";0;"";0;""
2406;"My Own Prison";"Creed";1997;"Hard Rock";0;"";0;""
2407;"My Sacrifice";"Creed";2001;"Hard Rock";0;"";0;""
2408;"One Last Breath";"Creed";2001;"Hard Rock";0;"";0;""
2409;"Don't Stop Dancing";"Creed";2001;"Hard Rock";0;"";0;""
2410;"Who's Got My Back?";"Creed";2001;"Hard Rock";0;"";0;""
2411;"Hide";"Creed";1970;"Hard Rock";0;"";0;""
2412;"Overcome";"Creed";2009;"Hard Rock";0;"";0;""
2413;"Stand Here With Me";"Creed";2001;"Hard Rock";0;"";0;""
2414;"Have You Ever Seen The Rain?";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2415;"Bad Moon Rising";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2416;"Proud Mary";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2417;"The Midnight Special";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2418;"Cotton Fields";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2419;"Lookin' Out My Back Door";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2420;"Lodi";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2421;"Who'll Stop The Rain";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2422;"Fortunate Son";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2423;"Down On The Corner";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2424;"Suzie Q";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2425;"Green River";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2426;"Hello Mary Lou";"Creedence Clearwater Revival";1972;"Rock";0;"";0;""
2427;"The CCR Mix";"Creedence Clearwater Revival";1972;"Rock";0;"";0;""
2428;"Long As I Can See The Light";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2429;"Born On The Bayou";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2430;"Jambalaya";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2431;"I Put a Spell On You";"Creedence Clearwater Revival";1968;"Rock";0;"";0;""
2432;"I Heard It Through The Grapevine";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2433;"Travelin' Band";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2434;"Run Through The Jungle";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2435;"Someday Never Comes";"Creedence Clearwater Revival";1972;"Rock";0;"";0;""
2436;"Hey Tonight";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2437;"Up Around The Bend";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2438;"Good Golly Miss Molly";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2439;"Before You Accuse Me";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2440;"The Night Time Is The Right Time";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2441;"Cross-Tie Walker";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2442;"Fortunate Son (Live)";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2443;"It Came Out Of The Sky";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2444;"Tombstone Shadow";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2445;"Molina";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2446;"Sweet Hitch-Hiker";"Creedence Clearwater Revival";1971;"Rock";0;"";0;""
2447;"Don't Look Now (It Ain't You Or Me)";"Creedence Clearwater Revival";1971;"Rock";0;"";0;""
2448;"Wrote A Song For Everyone";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2449;"Keep On Chooglin'";"Creedence Clearwater Revival";1969;"Rock";0;"";0;""
2450;"Pagan Baby";"Creedence Clearwater Revival";1970;"Rock";0;"";0;""
2451;"Teach Your Children";"Crosby, Stills & Nash";1970;"Rock";0;"";0;""
2452;"Southern Cross";"Crosby, Stills & Nash";1982;"Rock";0;"";0;""
2453;"Our House";"Crosby, Stills & Nash";1970;"Rock";0;"";0;""
2454;"Suite: Judy Blue Eyes";"Crosby, Stills & Nash";1969;"Rock";0;"";0;""
2455;"Just A Song Before I Go";"Crosby, Stills & Nash";1977;"Rock";0;"";0;""
2456;"Long Time Gone";"Crosby, Stills & Nash";1969;"Rock";0;"";0;""
2457;"Helplessly Hoping";"Crosby, Stills & Nash";1969;"Rock";0;"";0;""
2458;"Wasted On The Way";"Crosby, Stills & Nash";1982;"Rock";0;"";0;""
2459;"No Tears Left";"Crosby, Stills & Nash";1982;"Rock";0;"";0;""
2460;"Girls Just Wanna Have Fun";"Cyndi Lauper";2011;"Blues";0;"";0;""
2461;"True Colors";"Cyndi Lauper";1986;"Pop";0;"";0;""
2462;"All Through The Night";"Cyndi Lauper";1983;"Pop";0;"";0;""
2463;"I Drove All Night";"Cyndi Lauper";1989;"Pop";0;"";0;""
2464;"I'm Gonna Be Strong";"Cyndi Lauper";1994;"Pop";0;"";0;""
2465;"Insane In The Brain";"Cypress Hill";1993;"Hip Hop";0;"";0;""
2466;"I Wanna Get High EXPLICIT";"Cypress Hill";1993;"Hip Hop";0;"";0;""
2467;"My Heart Will Go On";"Céline Dion";0;"undefined";0;"";0;""
2468;"It's All Coming Back To Me Now";"Céline Dion";0;"undefined";0;"";0;""
2469;"Beauty and the Beast DUET";"Céline Dion";0;"undefined";0;"";0;""
2470;"The Power Of Love";"Céline Dion";0;"undefined";0;"";0;""
2471;"The Prayer (duet) DUET";"Céline Dion";0;"undefined";0;"";0;""
2472;"Because You Loved Me";"Céline Dion";0;"undefined";0;"";0;""
2473;"All By Myself";"Céline Dion";0;"undefined";0;"";0;""
2474;"I'm Alive";"Céline Dion";0;"undefined";0;"";0;""
2475;"Ashes";"Céline Dion";0;"undefined";0;"";0;""
2476;"Pour que tu m'aimes encore";"Céline Dion";0;"undefined";0;"";0;""
2477;"Think Twice";"Céline Dion";0;"undefined";0;"";0;""
2478;"My Way";"Céline Dion";0;"undefined";0;"";0;""
2479;"J'irai où tu iras DUET";"Céline Dion";0;"undefined";0;"";0;""
2480;"That's The Way It Is";"Céline Dion";0;"undefined";0;"";0;""
2481;"I Drove All Night";"Céline Dion";0;"undefined";0;"";0;""
2482;"When I Fall In Love DUET";"Céline Dion";0;"undefined";0;"";0;""
2483;"To Love You More";"Céline Dion";0;"undefined";0;"";0;""
2484;"Ave Maria";"Céline Dion";0;"undefined";0;"";0;""
2485;"God Bless America";"Céline Dion";0;"undefined";0;"";0;""
2486;"The First Time Ever I Saw Your Face";"Céline Dion";0;"undefined";0;"";0;""
2487;"Seduces Me";"Céline Dion";0;"undefined";0;"";0;""
2488;"I Surrender";"Céline Dion";0;"undefined";0;"";0;""
2489;"It's All Coming Back To Me Now (45 edit)";"Céline Dion";0;"undefined";0;"";0;""
2490;"A New Day Has Come";"Céline Dion";0;"undefined";0;"";0;""
2491;"All The Way DUET";"Céline Dion";0;"undefined";0;"";0;""
2492;"River Deep, Mountain High";"Céline Dion";0;"undefined";0;"";0;""
2493;"Falling into You";"Céline Dion";0;"undefined";0;"";0;""
2494;"S'il suffisait d'aimer";"Céline Dion";0;"undefined";0;"";0;""
2495;"Where Does My Heart Beat Now";"Céline Dion";0;"undefined";0;"";0;""
2496;"Immortality";"Céline Dion";0;"undefined";0;"";0;""
2497;"When I Need You";"Céline Dion";0;"undefined";0;"";0;""
2498;"Dance With My Father";"Céline Dion";0;"undefined";0;"";0;""
2499;"Recovering";"Céline Dion";0;"undefined";0;"";0;""
2500;"At Last";"Céline Dion";0;"undefined";0;"";0;""
2501;"(You Make Me Feel Like) A Natural Woman";"Céline Dion";0;"undefined";0;"";0;""
2502;"I've Got The World On A String";"Céline Dion";0;"undefined";0;"";0;""
2503;"The Colour Of My Love";"Céline Dion";0;"undefined";0;"";0;""
2504;"Ne me quitte pas";"Céline Dion";0;"undefined";0;"";0;""
2505;"Je sais pas";"Céline Dion";0;"undefined";0;"";0;""
2506;"Un peu plus haut, un peu plus loin DUET";"Céline Dion";0;"undefined";0;"";0;""
2507;"Alone";"Céline Dion";0;"undefined";0;"";0;""
2508;"Encore un soir";"Céline Dion";0;"undefined";0;"";0;""
2509;"If You Asked Me To";"Céline Dion";0;"undefined";0;"";0;""
2510;"I'm Your Angel DUET";"Céline Dion";0;"undefined";0;"";0;""
2511;"The Reason";"Céline Dion";0;"undefined";0;"";0;""
2512;"Just Walk Away";"Céline Dion";0;"undefined";0;"";0;""
2513;"What A Wonderful World";"Céline Dion";0;"undefined";0;"";0;""
2514;"Parler à mon père";"Céline Dion";0;"undefined";0;"";0;""
2515;"At Seventeen";"Céline Dion";0;"undefined";0;"";0;""
2516;"Then You Look At Me";"Céline Dion";0;"undefined";0;"";0;""
2517;"Prayer";"Céline Dion";0;"undefined";0;"";0;""
2518;"Wind Beneath My Wings";"Céline Dion";0;"undefined";0;"";0;""
2519;"A la plus haute branche";"Céline Dion";0;"undefined";0;"";0;""
2520;"If I Could";"Céline Dion";0;"undefined";0;"";0;""
2521;"Here, There And Everywhere";"Céline Dion";0;"undefined";0;"";0;""
2522;"Goodbye's (The Saddest Word)";"Céline Dion";0;"undefined";0;"";0;""
2523;"Ne partez pas sans moi";"Céline Dion";0;"undefined";0;"";0;""
2524;"Incredible DUET";"Céline Dion";0;"undefined";0;"";0;""
2525;"The Show Must Go On (Live)";"Céline Dion";0;"undefined";0;"";0;""
2526;"Where Is The Love?";"Céline Dion";0;"undefined";0;"";0;""
2527;"Water And A Flame";"Céline Dion";0;"undefined";0;"";0;""
2528;"You And I";"Céline Dion";0;"undefined";0;"";0;""
2529;"Nature Boy";"Céline Dion";0;"undefined";0;"";0;""
2530;"Loved Me Back To Life";"Céline Dion";0;"undefined";0;"";0;""
2531;"Ordinaire";"Céline Dion";0;"undefined";0;"";0;""
2532;"Une chance qu'on s'a DUET";"Céline Dion";0;"undefined";0;"";0;""
2533;"Can't Help Falling In Love";"Céline Dion";0;"undefined";0;"";0;""
2534;"La mer et l'enfant";"Céline Dion";0;"undefined";0;"";0;""
2535;"The Show Must Go On";"Céline Dion";0;"undefined";0;"";0;""
2536;"Beautiful Boy";"Céline Dion";0;"undefined";0;"";0;""
2537;"Fade Away";"Céline Dion";0;"undefined";0;"";0;""
2538;"O Holy Night";"Céline Dion";0;"undefined";0;"";0;""
2539;"Have You Ever Been In Love";"Céline Dion";0;"undefined";0;"";0;""
2540;"Thankful";"Céline Dion";0;"undefined";0;"";0;""
2541;"Je nous veux";"Céline Dion";0;"undefined";0;"";0;""
2542;"The Greatest Reward";"Céline Dion";0;"undefined";0;"";0;""
2543;"Pour que tu m'aimes encore (Taking Chances Tour)";"Céline Dion";0;"undefined";0;"";0;""
2544;"I Know What Love Is";"Céline Dion";0;"undefined";0;"";0;""
2545;"Didn't Know Love";"Céline Dion";0;"undefined";0;"";0;""
2546;"Stand By Your Side";"Céline Dion";0;"undefined";0;"";0;""
2547;"D'abord c'est quoi l'amour ?";"Céline Dion";0;"undefined";0;"";0;""
2548;"Overjoyed DUET";"Céline Dion";0;"undefined";0;"";0;""
2549;"Always Be Your Girl";"Céline Dion";0;"undefined";0;"";0;""
2550;"Happy Xmas (War Is Over)";"Céline Dion";0;"undefined";0;"";0;""
2551;"In Some Small Way";"Céline Dion";0;"undefined";0;"";0;""
2552;"Breakaway";"Céline Dion";0;"undefined";0;"";0;""
2553;"A Song For You";"Céline Dion";0;"undefined";0;"";0;""
2554;"Treat Her Like a Lady DUET";"Céline Dion";0;"undefined";0;"";0;""
2555;"C'est pour toi";"Céline Dion";0;"undefined";0;"";0;""
2556;"Don't Save It All for Christmas Day";"Céline Dion";0;"undefined";0;"";0;""
2557;"Je ne vous oublie pas";"Céline Dion";0;"undefined";0;"";0;""
2558;"Water From The Moon";"Céline Dion";0;"undefined";0;"";0;""
2559;"Somebody Loves Somebody";"Céline Dion";0;"undefined";0;"";0;""
2560;"Ce n'était qu'un rêve";"Céline Dion";0;"undefined";0;"";0;""
2561;"Eyes On Me";"Céline Dion";0;"undefined";0;"";0;""
2562;"Les oiseaux du bonheur";"Céline Dion";0;"undefined";0;"";0;""
2563;"Glory Alleluia";"Céline Dion";0;"undefined";0;"";0;""
2564;"Si c'était à refaire";"Céline Dion";0;"undefined";0;"";0;""
2565;"Trois heures vingt";"Céline Dion";0;"undefined";0;"";0;""
2566;"Can't Fight The Feelin'";"Céline Dion";0;"undefined";0;"";0;""
2567;"Unfinished Songs";"Céline Dion";0;"undefined";0;"";0;""
2568;"A World To Believe In";"Céline Dion";0;"undefined";0;"";0;""
2569;"Encore un soir (Version Album)";"Céline Dion";0;"undefined";0;"";0;""
2570;"Thank You";"Céline Dion";0;"undefined";0;"";0;""
2571;"The Power Of The Dream";"Céline Dion";0;"undefined";0;"";0;""
2572;"(If There Was) Any Other Way";"Céline Dion";0;"undefined";0;"";0;""
2573;"Un amour pour moi";"Céline Dion";0;"undefined";0;"";0;""
2574;"Love Is All We Need";"Céline Dion";0;"undefined";0;"";0;""
2575;"Us";"Céline Dion";0;"undefined";0;"";0;""
2576;"Miracle";"Céline Dion";0;"undefined";0;"";0;""
2577;"Petit Papa Noël DUET";"Céline Dion";0;"undefined";0;"";0;""
2578;"The Christmas Song (Chestnuts Roasting On An";"Céline Dion";0;"undefined";0;"";0;""
2579;"The Magic Of Christmas Day (God Bless Us";"Céline Dion";0;"undefined";0;"";0;""
2580;"Qui peut vivre sans amour ?";"Céline Dion";0;"undefined";0;"";0;""
2581;"Shadow Of Love";"Céline Dion";0;"undefined";0;"";0;""
2582;"Surprise Surprise";"Céline Dion";0;"undefined";0;"";0;""
2583;"Ma faille";"Céline Dion";0;"undefined";0;"";0;""
2584;"Save Your Soul";"Céline Dion";0;"undefined";0;"";0;""
2585;"Je n'ai pas besoin d'amour";"Céline Dion";0;"undefined";0;"";0;""
2586;"L'étoile";"Céline Dion";0;"undefined";0;"";0;""
2587;"Tous les secrets";"Céline Dion";0;"undefined";0;"";0;""
2588;"Toutes ces choses";"Céline Dion";0;"undefined";0;"";0;""
2589;"A vous";"Céline Dion";0;"undefined";0;"";0;""
2590;"Les yeux au ciel";"Céline Dion";0;"undefined";0;"";0;""
2591;"Y'a pas de mots DUET";"Céline Dion";0;"undefined";0;"";0;""
2592;"Elle";"Céline Dion";0;"undefined";0;"";0;""
2593;"Tu sauras";"Céline Dion";0;"undefined";0;"";0;""
2594;"Instant Crush";"Daft Punk";2013;"Pop";0;"";0;""
2595;"One More Time";"Daft Punk";2000;"Dance";0;"";0;""
2596;"Technologic";"Daft Punk";2005;"Dance";0;"";0;""
2597;"Something About Us";"Daft Punk";2001;"Dance";0;"";0;""
2598;"Around The World";"Daft Punk";1997;"Dance";0;"";0;""
2599;"Give Life Back To Music";"Daft Punk";2013;"Pop";0;"";0;""
2600;"Digital Love";"Daft Punk";2001;"Dance";0;"";0;""
2601;"Wagon Wheel";"Darius Rucker";2013;"Country";0;"";0;""
2602;"Straight to Hell DUET";"Darius Rucker";2013;"Country";0;"";0;""
2603;"If I Told You";"Darius Rucker";2016;"Country";0;"";0;""
2604;"Alright";"Darius Rucker";2008;"Country";0;"";0;""
2605;"Don't Think I Don't Think About It";"Darius Rucker";2008;"Country";0;"";0;""
2606;"Come Back Song";"Darius Rucker";2010;"Country";0;"";0;""
2607;"For the First Time";"Darius Rucker";2017;"Country";0;"";0;""
2608;"It Won't Be Like This For Long";"Darius Rucker";2017;"Country";0;"";0;""
2609;"Straight to Hell (Full Length Version) DUET";"Darius Rucker";2017;"Country";0;"";0;""
2610;"Homegrown Honey";"Darius Rucker";2014;"Country";0;"";0;""
2611;"Southern State of Mind";"Darius Rucker";2010;"Country";0;"";0;""
2612;"Baby I'm Right DUET";"Darius Rucker";2010;"Country";0;"";0;""
2613;"History In The Making";"Darius Rucker";2008;"Country";0;"";0;""
2614;"Have You Forgotten";"Darryl Worley";2003;"Country";0;"";0;""
2615;"I Miss My Friend";"Darryl Worley";2002;"Country";0;"";0;""
2616;"Awful Beautiful Life";"Darryl Worley";2004;"Country";0;"";0;""
2617;"Tennessee River Run";"Darryl Worley";2002;"Country";0;"";0;""
2618;"If Something Should Happen";"Darryl Worley";2004;"Country";0;"";0;""
2619;"Honkytonk Life";"Darryl Worley";2009;"Country";0;"";0;""
2620;"I Just Came Back From A War";"Darryl Worley";2006;"Americana";0;"";0;""
2621;"Tequila On Ice";"Darryl Worley";2008;"Country";0;"";0;""
2622;"Messed Up In Memphis";"Darryl Worley";2009;"Country";0;"";0;""
2623;"I Will Hold My Ground";"Darryl Worley";2003;"Country";0;"";0;""
2624;"Gloryland";"Daryl Hall";0;"undefined";0;"";0;""
2625;"Hands Down";"Dashboard Confessional";2001;"Alternative";0;"";0;""
2626;"Vindicated";"Dashboard Confessional";2004;"Alternative";0;"";0;""
2627;"Rapid Hope Loss";"Dashboard Confessional";2003;"Alternative";0;"";0;""
2628;"Stolen";"Dashboard Confessional";2006;"Alternative";0;"";0;""
2629;"Don't Wait";"Dashboard Confessional";2006;"Alternative";0;"";0;""
2630;"Belle Of The Boulevard";"Dashboard Confessional";2009;"Alternative";0;"";0;""
2631;"Space Oddity";"David Bowie";1969;"Pop";0;"";0;""
2632;"Let's Dance";"David Bowie";1983;"Pop";0;"";0;""
2633;"Life On Mars?";"David Bowie";1971;"Rock";0;"";0;""
2634;"Heroes";"David Bowie";1975;"Pop";0;"";0;""
2635;"Starman";"David Bowie";1972;"Pop";0;"";0;""
2636;"China Girl";"David Bowie";1983;"Pop";0;"";0;""
2637;"Ziggy Stardust";"David Bowie";1972;"Pop";0;"";0;""
2638;"Moonage Daydream EXPLICIT";"David Bowie";1972;"Pop";0;"";0;""
2639;"Rebel Rebel";"David Bowie";1974;"Rock";0;"";0;""
2640;"Modern Love";"David Bowie";1983;"Pop";0;"";0;""
2641;"Ashes To Ashes";"David Bowie";1980;"Pop";0;"";0;""
2642;"The Man Who Sold The World";"David Bowie";1970;"Pop";0;"";0;""
2643;"Golden Years";"David Bowie";1975;"Rock";0;"";0;""
2644;"Dancing in the Street DUET";"David Bowie";1975;"Rock";0;"";0;""
2645;"Cat People (Putting Out Fire)";"David Bowie";1982;"Pop";0;"";0;""
2646;"Young Americans";"David Bowie";1975;"Pop";0;"";0;""
2647;"Changes";"David Bowie";1971;"Rock";0;"";0;""
2648;"Rock 'n' Roll Suicide";"David Bowie";1972;"Pop";0;"";0;""
2649;"Suffragette City";"David Bowie";1972;"Pop";0;"";0;""
2650;"Sorrow";"David Bowie";1993;"Rock";0;"";0;""
2651;"Fame";"David Bowie";1975;"Pop";0;"";0;""
2652;"Five Years";"David Bowie";1972;"Pop";0;"";0;""
2653;"Lazarus";"David Bowie";2015;"Rock";0;"";0;""
2654;"The Jean Genie";"David Bowie";1972;"Pop";0;"";0;""
2655;"Soul Love";"David Bowie";1972;"Pop";0;"";0;""
2656;"Absolute Beginners";"David Bowie";1972;"Pop";0;"";0;""
2657;"Peace on Earth/Little Drummer Boy DUET";"David Bowie";1972;"Pop";0;"";0;""
2658;"Diamond Dogs";"David Bowie";1997;"Rock";0;"";0;""
2659;"I'm Afraid Of Americans";"David Bowie";1997;"Rock";0;"";0;""
2660;"Quicksand";"David Bowie";1971;"Rock";0;"";0;""
2661;"Lady Stardust";"David Bowie";1972;"Pop";0;"";0;""
2662;"Wild Is the Wind";"David Bowie";1972;"Pop";0;"";0;""
2663;"Blackstar";"David Bowie";2015;"Rock";0;"";0;""
2664;"Heroes (Live)";"David Bowie";2015;"Rock";0;"";0;""
2665;"Look Back In Anger";"David Bowie";2015;"Rock";0;"";0;""
2666;"Hallo Spaceboy";"David Bowie";2018;"Rock";0;"";0;""
2667;"Lady Grinning Soul";"David Bowie";1973;"Pop";0;"";0;""
2668;"Fashion";"David Bowie";1980;"Pop";0;"";0;""
2669;"I Can't Give Everything Away";"David Bowie";2016;"Rock";0;"";0;""
2670;"Blue Jean";"David Bowie";1984;"Rock";0;"";0;""
2671;"Where Are We Now?";"David Bowie";2013;"Rock";0;"";0;""
2672;"Thursday's Child";"David Bowie";2013;"Rock";0;"";0;""
2673;"Dollar Days";"David Bowie";2016;"Rock";0;"";0;""
2674;"Loving the Alien";"David Bowie";2016;"Rock";0;"";0;""
2675;"Jump They Say";"David Bowie";2016;"Rock";0;"";0;""
2676;"Seven";"David Bowie";2016;"Rock";0;"";0;""
2677;"David Bustamante";"David Bowie";2016;"Rock";0;"";0;""
2678;"Dos hombres y un destino";"David Bowie";2016;"Rock";0;"";0;""
2679;"Bésame";"David Bowie";2016;"Rock";0;"";0;""
2680;"Al filo de la irrealidad";"David Bowie";2016;"Rock";0;"";0;""
2681;"The Time Of My Life";"David Cook";2008;"Pop";0;"";0;""
2682;"Always Be My Baby";"David Cook";2008;"Pop";0;"";0;""
2683;"Permanent";"David Cook";2008;"Pop";0;"";0;""
2684;"Billie Jean";"David Cook";2008;"Pop";0;"";0;""
2685;"Ain't That A Kick In The Head";"Dean Martin";1960;"Easy Listening";0;"";0;""
2686;"That's Amore";"Dean Martin";1953;"Easy Listening";0;"";0;""
2687;"Sway (Quien Sera)";"Dean Martin";1954;"Pop";0;"";0;""
2688;"Little Ole Wine Drinker, Me";"Dean Martin";1967;"Vocal Pop";0;"";0;""
2689;"Everybody Loves Somebody";"Dean Martin";1964;"Pop";0;"";0;""
2690;"You're Nobody Till Somebody Loves You";"Dean Martin";1964;"Pop";0;"";0;""
2691;"Baby, It's Cold Outside DUET";"Dean Martin";1964;"Pop";0;"";0;""
2692;"Return To Me";"Dean Martin";1958;"Pop";0;"";0;""
2693;"King Of The Road";"Dean Martin";1965;"Vocal";0;"";0;""
2694;"Memories Are Made of This";"Dean Martin";1955;"Pop";0;"";0;""
2695;"Volare (Nel Blu Dipinto Di Blu)";"Dean Martin";1958;"Traditional Pop";0;"";0;""
2696;"On The Street Where You Live";"Dean Martin";1960;"Pop";0;"";0;""
2697;"Send Me The Pillow That You Dream On";"Dean Martin";1960;"Pop";0;"";0;""
2698;"I've Grown Accustomed To Her Face";"Dean Martin";1960;"Vocal Pop";0;"";0;""
2699;"You Made Me Love You";"Dean Martin";2003;"Easy Listening";0;"";0;""
2700;"Baby Face";"Dean Martin";2003;"Easy Listening";0;"";0;""
2701;"Mambo Italiano";"Dean Martin";1955;"Pop";0;"";0;""
2702;"Dream A Little Dream Of Me";"Dean Martin";1959;"Vocal";0;"";0;""
2703;"Arrivederci Roma";"Dean Martin";1962;"Pop";0;"";0;""
2704;"Blue Moon";"Dean Martin";1964;"Vocal";0;"";0;""
2705;"Since I Met You Baby";"Dean Martin";1964;"Vocal";0;"";0;""
2706;"When You're Smiling";"Dean Martin";2014;"Easy Listening";0;"";0;""
2707;"In The Misty Moonlight";"Dean Martin";1964;"Pop";0;"";0;""
